Frame,X,Y,Color
375,242,153,Black
375,544,140,Black
375,598,122,Black
376,236,156,Black
376,542,138,Black
376,595,119,Black
377,233,160,Black
377,538,136,Black
377,592,118,Black
378,266,170,White
378,223,171,Black
378,218,149,Blue
378,537,135,Black
378,590,117,Black
379,262,173,White
379,215,165,Black
379,536,134,Black
380,845,303,Black
380,210,169,Black
380,533,132,Black
381,844,426,Black
381,835,295,Black
381,208,174,Black
381,531,131,Black
382,833,405,Black
382,829,285,Black
382,200,176,Black
382,529,129,Black
383,824,390,Black
383,823,280,Blue
383,195,180,Black
383,527,128,Black
384,816,377,Black
384,818,274,Blue
384,189,185,Black
384,526,126,Black
385,810,332,Black
385,181,189,Black
385,525,125,Black
386,802,323,Black
386,170,194,Black
386,521,123,Black
387,793,313,Black
387,164,198,Black
387,519,122,Black
388,784,306,Black
388,155,203,Black
388,518,121,Black
389,772,295,Black
389,144,208,Black
389,516,119,Black
390,760,287,Black
390,132,214,Black
390,515,119,Black
391,748,278,Black
391,122,221,Black
391,514,118,Black
392,734,268,Black
392,108,229,Black
392,512,117,Black
393,722,260,Black
393,95,237,Black
393,511,115,Black
394,77,246,Black
394,710,251,Black
394,510,114,Black
395,64,255,Black
395,701,243,Black
395,509,114,Black
396,55,264,Black
396,691,236,Black
396,508,113,Black
397,46,273,Black
397,681,229,Black
397,507,112,Black
398,37,287,Black
398,673,224,Black
398,506,111,Black
399,30,301,Black
399,664,217,Black
399,505,110,Black
400,24,321,Black
400,657,212,Black
400,504,109,Black
401,19,343,Black
401,650,207,Black
401,502,108,Black
402,10,357,Black
402,642,202,Black
402,501,107,Black
403,637,197,Black
403,501,107,Black
404,631,194,Black
404,500,106,Black
405,625,190,Black
405,499,106,Black
406,620,186,Black
406,499,105,Black
407,614,183,Black
408,610,180,Black
408,496,103,Black
409,605,176,Black
409,496,103,Black
410,846,299,Black
410,601,173,Black
411,839,289,Black
411,598,170,Black
412,832,281,Black
412,594,166,Black
413,826,273,Black
413,590,164,Black
414,820,266,Black
414,585,164,Black
415,815,259,Black
415,581,161,Black
416,808,253,Black
416,576,158,Black
417,800,247,Black
417,573,156,Black
418,790,241,Black
418,572,152,Black
419,780,235,Black
419,596,145,Black
419,562,154,Black
420,770,229,Black
420,565,150,Black
421,759,223,Black
421,561,148,Black
422,747,217,Black
422,554,149,Black
422,585,139,Black
423,735,211,Black
423,556,145,Black
424,725,205,Black
424,549,146,Black
424,581,136,Black
425,717,201,Black
425,581,136,Black
425,547,143,Black
426,709,197,Black
426,576,134,Black
426,544,142,Black
427,701,193,Black
427,542,140,Black
427,570,131,Black
427,344,94,Black
428,693,188,Black
428,541,138,Black
428,343,95,Black
429,686,185,Black
429,569,131,Black
429,539,138,Black
429,342,95,Black
430,679,181,Black
430,536,136,Black
430,341,96,Black
431,672,178,Black
431,533,135,Black
431,341,96,Black
432,666,175,Black
432,532,133,Black
432,340,96,Black
433,660,172,Black
433,530,132,Black
433,558,125,Black
433,340,97,Black
434,654,169,Black
434,528,132,Black
434,338,97,Black
435,648,166,Black
435,527,130,Black
435,337,97,Black
436,643,163,Black
436,525,128,Black
436,337,98,Black
437,672,172,Blue
437,634,159,Black
437,524,127,Black
437,554,119,Black
437,336,97,Black
438,630,157,Black
438,523,126,Black
438,334,99,Black
439,627,155,Black
439,521,125,Black
439,333,98,Black
440,624,153,Black
440,519,123,Black
440,332,99,Black
441,620,152,Black
441,517,122,Black
441,330,100,Black
442,618,150,Black
442,516,121,Black
442,331,101,Black
443,613,148,Black
443,515,119,Black
443,330,102,Black
444,610,146,Black
444,514,118,Black
444,328,102,Black
445,607,144,Black
445,513,117,Black
445,325,102,Black
446,603,143,Black
446,512,116,Black
446,325,103,Black
447,600,141,Black
447,511,115,Black
447,323,104,Black
448,596,139,Black
448,511,114,Black
448,322,105,Black
449,594,137,Black
449,510,114,Black
449,321,106,Black
450,590,136,Black
450,511,113,Black
450,320,107,Black
451,586,134,Black
451,509,112,Black
451,318,108,Black
452,582,132,Black
452,508,111,Black
452,318,109,Black
453,845,295,Black
453,580,131,Black
453,507,111,Black
453,316,110,Black
454,837,285,Black
454,578,130,Black
454,506,110,Black
454,315,111,Black
455,830,277,Black
455,575,128,Black
455,506,110,Black
455,313,111,Black
456,824,270,Black
456,573,127,Black
456,311,113,Black
456,505,109,Black
457,818,263,Black
457,570,125,Black
457,310,113,Black
457,504,108,Black
458,812,257,Black
458,568,124,Black
458,308,114,Black
458,503,107,Black
459,806,250,Black
459,566,123,Black
459,308,115,Black
459,503,107,Black
460,799,244,Black
460,564,122,Black
460,304,116,Black
460,503,106,Black
461,788,238,Black
461,561,121,Black
461,302,117,Black
461,501,105,Black
462,778,232,Black
462,560,120,Black
462,300,119,Black
463,768,226,Black
463,557,118,Black
463,296,119,Black
463,502,105,Black
464,756,220,Black
464,555,117,Black
464,295,121,Black
465,745,214,Black
465,293,122,Black
465,554,116,Black
466,732,208,Black
466,290,123,Black
466,552,115,Black
467,723,203,Black
467,289,124,Black
467,551,114,Black
468,714,199,Black
468,286,126,Black
468,550,113,Black
469,706,194,Black
469,284,127,Black
469,548,112,Black
469,52,43,Blue
470,698,190,Black
470,281,129,Black
470,546,111,Black
471,690,186,Black
471,279,130,Black
471,544,110,Black
472,683,182,Black
472,275,131,Black
472,543,110,Black
472,45,43,Blue
473,676,178,Black
473,272,133,Black
473,541,108,Black
474,669,175,Black
474,266,134,Black
474,540,108,Black
475,663,172,Black
475,265,137,Black
475,538,107,Black
476,657,169,Black
476,262,139,Black
476,537,106,Black
477,651,166,Black
477,259,141,Black
477,536,105,Black
478,645,163,Black
478,255,143,Black
478,535,105,Black
479,640,160,Black
479,251,146,Black
479,534,105,Black
480,673,171,Blue
480,631,156,Black
480,248,148,Black
480,532,104,Black
481,627,154,Black
481,243,150,Black
481,532,104,Black
482,625,153,Black
482,239,153,Black
482,530,103,Black
483,234,156,Black
483,622,151,Black
483,529,102,Black
484,229,158,Black
484,618,149,Black
484,528,101,Black
485,224,161,Black
485,613,147,Black
485,527,101,Black
486,260,171,White
486,214,163,Black
486,610,145,Black
486,526,100,Black
487,842,303,Black
487,211,168,Black
487,607,143,Black
487,525,100,Black
488,833,294,Black
488,205,171,Black
488,603,142,Black
488,524,99,Black
489,826,285,Black
489,200,175,Black
489,600,140,Black
489,523,99,Black
490,819,278,Black
490,194,179,Black
490,597,138,Black
490,522,98,Black
491,812,270,Black
491,186,183,Black
491,593,137,Black
491,521,98,Black
492,804,262,Black
492,178,187,Black
492,590,135,Black
492,520,97,Black
493,793,256,Black
493,170,192,Black
493,586,133,Black
493,519,97,Black
494,782,248,Black
494,161,196,Black
494,582,131,Black
494,518,96,Black
495,770,240,Black
495,151,202,Black
495,579,130,Black
495,517,96,Black
496,755,232,Black
496,141,207,Black
496,577,128,Black
496,517,96,Black
497,741,225,Black
497,129,213,Black
497,574,127,Black
497,516,95,Black
498,728,218,Black
498,117,220,Black
498,572,126,Black
498,515,95,Black
499,716,211,Black
499,104,228,Black
499,570,125,Black
499,514,95,Black
500,91,235,Black
500,708,206,Black
500,568,124,Black
500,513,94,Black
501,76,244,Black
501,700,201,Black
501,565,123,Black
501,513,94,Black
502,843,242,Black
502,66,251,Black
502,692,197,Black
502,564,122,Black
502,512,94,Black
503,837,236,Black
503,59,260,Black
503,683,192,Black
503,562,121,Black
504,51,268,Black
504,832,229,Black
504,675,188,Black
504,559,120,Black
505,42,278,Black
505,826,224,Black
505,668,184,Black
505,558,119,Black
505,368,95,Black
506,33,290,Black
506,821,219,Black
506,661,180,Black
506,554,117,Black
506,367,96,Black
507,27,302,Black
507,815,215,Black
507,655,177,Black
507,554,117,Black
507,366,97,Black
508,23,326,Black
508,10,269,Black
508,806,211,Black
508,649,173,Black
508,552,115,Black
508,365,97,Black
509,16,333,Black
509,796,207,Black
509,641,169,Black
509,551,114,Black
509,364,97,Black
510,9,346,Black
510,786,202,Black
510,635,166,Black
510,549,114,Black
510,364,98,Black
511,776,198,Black
511,629,163,Black
511,547,112,Black
511,363,99,Black
512,766,194,Black
512,624,160,Black
512,545,112,Black
512,362,100,Black
513,755,189,Black
513,620,158,Black
513,544,111,Black
513,361,101,Black
514,744,184,Black
514,617,156,Black
514,542,110,Black
514,359,100,Black
515,735,181,Black
515,613,153,Black
515,541,109,Black
515,359,103,Black
516,727,178,Black
516,609,151,Black
516,539,109,Black
516,358,104,Black
517,718,174,Black
517,606,150,Black
517,538,108,Black
517,356,101,Black
518,709,171,Black
518,602,147,Black
518,356,105,Black
518,537,107,Black
519,703,168,Black
519,597,146,Black
519,355,106,Black
519,535,106,Black
520,696,165,Black
520,594,144,Black
520,354,107,Black
520,534,106,Black
521,689,162,Black
521,589,142,Black
521,353,108,Black
521,533,105,Black
522,683,159,Black
522,586,140,Black
522,351,109,Black
522,532,104,Black
523,678,157,Black
523,581,137,Black
523,350,110,Black
523,530,104,Black
524,672,154,Black
524,579,136,Black
524,349,111,Black
524,529,103,Black
525,666,152,Black
525,576,134,Black
525,347,112,Black
525,528,102,Black
526,661,150,Black
526,574,133,Black
526,346,113,Black
526,527,102,Black
527,656,148,Black
527,572,131,Black
527,345,114,Black
527,526,101,Black
528,652,145,Black
528,569,129,Black
528,346,116,Black
528,525,100,Black
529,647,143,Black
529,566,127,Black
529,343,117,Black
529,524,100,Black
530,643,142,Black
530,564,127,Black
530,341,118,Black
530,523,99,Black
531,638,140,Black
531,563,125,Black
531,339,119,Black
531,522,99,Black
532,634,138,Black
532,560,124,Black
532,338,120,Black
532,521,98,Black
533,631,137,Black
533,558,122,Black
533,337,122,Black
533,520,98,Black
534,627,135,Black
534,335,124,Black
534,555,121,Black
534,519,98,Black
535,623,134,Black
535,334,125,Black
535,553,120,Black
535,338,97,Black
535,518,97,Black
536,621,132,Black
536,332,127,Black
536,552,119,Black
536,337,97,Black
536,517,97,Black
537,617,131,Black
537,331,129,Black
537,550,118,Black
537,335,98,Black
537,516,96,Black
538,613,129,Black
538,329,130,Black
538,548,117,Black
538,334,98,Black
538,515,96,Black
539,326,132,Black
539,610,128,Black
539,546,116,Black
539,333,98,Black
539,514,95,Black
540,323,134,Black
540,608,127,Black
540,545,114,Black
540,332,100,Black
540,514,95,Black
541,319,135,Black
541,605,126,Black
541,544,113,Black
541,331,100,Black
541,513,95,Black
542,317,137,Black
542,602,125,Black
542,542,112,Black
542,331,100,Black
542,512,94,Black
543,316,140,Black
543,600,124,Black
543,540,111,Black
543,329,102,Black
543,512,94,Black
543,50,41,Blue
544,315,142,Black
544,596,122,Black
544,539,111,Black
544,328,101,Black
544,511,94,Black
544,48,41,Blue
545,312,145,Black
545,594,121,Black
545,537,110,Black
545,327,102,Black
545,511,94,Black
545,45,41,Black
546,309,148,Black
546,591,120,Black
546,536,109,Black
546,326,104,Black
546,510,93,Black
546,44,41,Blue
547,306,151,Black
547,589,119,Black
547,534,109,Black
547,325,103,Black
547,41,41,Blue
548,302,154,Black
548,586,117,Black
548,533,108,Black
548,323,104,Black
548,39,41,Blue
549,298,156,Black
549,584,117,Black
549,532,107,Black
549,322,105,Black
549,37,41,Blue
550,295,159,Black
550,582,116,Black
550,531,107,Black
550,320,106,Black
551,291,162,Black
551,580,115,Black
551,529,106,Black
551,319,106,Black
552,287,165,Black
552,578,114,Black
552,529,106,Black
552,318,108,Black
552,361,98,Black
553,279,168,Black
553,576,114,Black
553,528,105,Black
553,316,108,Black
553,359,98,Black
554,278,173,Black
554,574,113,Black
554,315,109,Black
554,526,104,Black
554,359,100,Black
554,24,41,Blue
555,274,177,Black
555,572,112,Black
555,313,110,Black
555,525,103,Black
555,359,100,Black
555,21,41,Blue
556,270,182,Black
556,570,112,Black
556,312,112,Black
556,524,103,Black
556,358,101,Black
556,19,41,Blue
557,264,186,Black
557,566,110,Black
557,310,112,Black
557,523,102,Black
557,357,101,Black
558,258,191,Black
558,308,115,Black
558,563,110,Black
558,523,101,Black
558,356,102,Black
559,252,196,Black
559,562,110,Black
559,306,114,Black
559,522,101,Black
559,355,103,Black
559,8,42,Blue
560,244,202,Black
560,305,115,Black
560,559,110,Black
560,354,103,Black
560,521,100,Black
560,9,41,Blue
561,238,207,Black
561,303,116,Black
561,560,107,Black
561,353,104,Black
561,519,100,Black
562,229,214,Black
562,302,117,Black
562,557,107,Black
562,352,105,Black
562,519,99,Black
563,220,221,Black
563,299,118,Black
563,556,106,Black
563,351,106,Black
564,209,229,Black
564,298,120,Black
564,556,105,Black
564,350,106,Black
565,200,239,Black
565,297,121,Black
565,349,107,Black
565,554,104,Black
566,187,248,Black
566,294,122,Black
566,348,108,Black
566,553,104,Black
567,173,259,Black
567,292,123,Black
567,347,110,Black
567,552,103,Black
568,157,271,Black
568,289,124,Black
568,345,110,Black
568,550,103,Black
569,178,308,Blue
569,213,291,Blue
569,137,282,Black
569,288,126,Black
569,345,112,Black
569,549,102,Black
570,116,300,Black
570,285,128,Black
570,343,112,Black
570,548,101,Black
571,101,320,Black
571,281,128,Black
571,342,113,Black
571,547,101,Black
572,82,340,Black
572,279,129,Black
572,341,115,Black
572,545,100,Black
573,68,357,Black
573,275,131,Black
573,340,116,Black
573,544,99,Black
574,81,421,Black
574,53,371,Black
574,273,133,Black
574,338,117,Black
574,542,99,Black
575,68,438,Black
575,844,411,Black
575,108,387,Black
575,33,384,Black
575,269,135,Black
575,337,118,Black
575,541,99,Black
576,57,450,Black
576,834,388,Black
576,21,404,Black
576,267,136,Black
576,336,119,Black
576,540,99,Black
577,37,465,Black
577,10,447,Black
577,824,373,Black
577,265,138,Black
577,335,120,Black
577,538,98,Black
578,818,363,Black
578,262,139,Black
578,333,122,Black
578,537,98,Black
579,810,350,Black
579,259,143,Black
579,332,123,Black
579,536,97,Black
580,800,337,Black
580,256,144,Black
580,330,124,Black
580,536,96,Black
581,790,325,Black
581,252,146,Black
581,329,126,Black
581,534,96,Black
582,778,313,Black
582,249,148,Black
582,327,127,Black
582,533,95,Black
583,769,472,White
583,764,301,Black
583,244,151,Black
583,326,129,Black
583,532,95,Black
584,751,457,Blue
584,748,288,Black
584,240,153,Black
584,324,131,Black
585,735,445,Blue
585,735,279,Black
585,235,155,Black
585,322,132,Black
586,728,434,Blue
586,721,268,Black
586,230,157,Black
586,320,134,Black
587,724,424,Black
587,708,259,Black
587,226,160,Black
587,317,135,Black
588,717,416,Black
588,697,250,Black
588,219,163,Black
588,315,137,Black
589,709,402,Black
589,684,241,Black
589,213,165,Black
589,313,139,Black
590,693,380,Black
590,674,234,Black
590,209,169,Black
590,311,140,Black
591,676,359,Black
591,666,228,Black
591,203,172,Black
591,309,143,Black
592,661,341,Black
592,656,222,Black
592,198,176,Black
592,307,145,Black
593,648,325,Black
593,649,215,Black
593,191,179,Black
593,305,147,Black
594,637,310,Black
594,642,210,Black
594,184,183,Black
594,302,151,Black
595,625,297,Black
595,636,205,Black
595,177,188,Black
595,299,153,Black
595,337,97,Black
596,615,284,Black
596,629,200,Black
596,168,192,Black
596,296,155,Black
596,337,97,Black
597,606,273,Black
597,624,195,Black
597,159,197,Black
597,292,158,Black
598,597,263,Black
598,150,201,Black
598,617,191,Black
598,288,160,Black
598,334,100,Black
599,590,254,Black
599,140,207,Black
599,612,187,Black
599,285,163,Black
599,334,99,Black
600,583,244,Black
600,129,212,Black
600,607,184,Black
600,281,166,Black
600,333,100,Black
601,578,238,Black
601,117,218,Black
601,601,179,Black
601,277,169,Black
602,572,230,Black
602,103,224,Black
602,597,175,Black
602,272,172,Black
602,331,102,Black
603,154,240,White
603,89,233,Black
603,565,224,Black
603,270,177,Black
603,592,173,Black
603,329,102,Black
604,77,240,Black
604,559,217,Black
604,265,180,Black
604,587,170,Black
604,328,102,Black
605,62,249,Black
605,554,212,Black
605,260,185,Black
605,583,167,Black
605,326,104,Black
606,52,257,Black
606,551,206,Black
606,255,190,Black
606,579,164,Black
606,326,105,Black
607,44,265,Black
607,548,202,Black
607,249,194,Black
607,573,161,Black
607,325,105,Black
607,401,77,Black
608,757,465,Black
608,34,273,Black
608,243,199,Black
608,545,197,Black
608,571,158,Black
608,323,106,Black
608,401,77,Black
609,744,452,Black
609,28,284,Black
609,236,204,Black
609,541,193,Black
609,568,156,Black
609,323,105,Black
609,401,77,Black
610,732,440,Black
610,20,300,Black
610,230,209,Black
610,537,188,Black
610,569,155,Black
610,321,107,Black
611,723,429,Black
611,14,325,Black
611,222,215,Black
611,534,184,Black
611,566,153,Black
611,320,108,Black
612,719,420,Black
612,7,338,Black
612,215,222,Black
612,529,180,Black
612,563,152,Black
612,319,108,Black
613,705,401,Black
613,205,229,Black
613,527,176,Black
613,560,147,Black
613,318,108,Black
614,769,388,White
614,684,378,Black
614,195,238,Black
614,525,173,Black
614,556,147,Black
614,316,110,Black
615,754,372,White
615,667,357,Black
615,185,247,Black
615,522,169,Black
615,553,144,Black
615,315,110,Black
616,655,339,Black
616,174,256,Black
616,519,166,Black
616,551,142,Black
616,313,110,Black
617,644,324,Black
617,162,267,Black
617,516,164,Black
617,548,140,Black
617,312,112,Black
618,632,309,Black
618,148,278,Black
618,513,161,Black
618,546,138,Black
618,311,113,Black
619,621,295,Black
619,130,291,Black
619,512,158,Black
619,544,137,Black
619,308,113,Black
620,110,307,Black
620,611,284,Black
620,511,156,Black
620,541,137,Black
620,307,114,Black
621,90,325,Black
621,603,272,Black
621,509,154,Black
621,539,135,Black
621,306,115,Black
622,76,339,Black
622,595,263,Black
622,508,152,Black
622,539,135,Black
622,304,117,Black
623,62,357,Black
623,587,253,Black
623,506,149,Black
623,537,133,Black
623,302,116,Black
624,51,374,Black
624,580,245,Black
624,504,147,Black
624,535,132,Black
624,301,117,Black
625,41,396,Black
625,574,237,Black
625,502,145,Black
625,534,131,Black
625,298,118,Black
626,53,450,Black
626,20,405,Black
626,567,230,Black
626,501,143,Black
626,532,129,Black
626,297,119,Black
627,35,464,Black
627,12,442,Black
627,561,222,Black
627,529,128,Black
627,499,141,Black
627,295,120,Black
628,556,216,Black
628,527,127,Black
628,498,139,Black
628,293,121,Black
629,553,211,Black
629,495,137,Black
629,291,122,Black
630,550,205,Black
630,493,135,Black
630,288,124,Black
630,523,121,Black
631,546,200,Black
631,491,133,Black
631,286,125,Black
631,520,121,Black
632,543,196,Black
632,491,131,Black
632,284,126,Black
632,520,119,Black
633,540,192,Black
633,491,131,Black
633,282,128,Black
633,517,118,Black
634,535,187,Black
634,279,129,Black
634,490,129,Black
634,517,116,Black
635,532,183,Black
635,276,130,Black
635,488,128,Black
635,516,117,Black
636,530,179,Black
636,274,132,Black
636,488,126,Black
637,526,176,Black
637,271,133,Black
637,486,125,Black
638,523,172,Black
638,268,135,Black
638,485,124,Black
639,521,169,Black
639,265,137,Black
639,484,123,Black
640,519,166,Black
640,263,138,Black
640,483,121,Black
641,515,164,Black
641,261,141,Black
641,482,120,Black
641,843,46,Black
642,514,162,Black
642,256,142,Black
642,481,120,Black
642,842,46,Black
643,512,158,Black
643,253,144,Black
643,479,118,Black
643,841,46,Black
644,845,236,White
644,511,156,Black
644,250,147,Black
644,479,118,Black
644,840,46,Black
645,838,231,White
645,510,154,Black
645,246,149,Black
645,479,117,Black
645,391,96,Black
645,836,46,Black
646,834,227,White
646,508,152,Black
646,242,151,Black
646,478,115,Black
646,391,96,Black
646,834,46,Black
647,837,408,Black
647,827,222,White
647,237,153,Black
647,506,149,Black
647,477,114,Black
647,391,97,Black
647,831,47,Black
648,826,389,Black
648,820,217,White
648,234,155,Black
648,504,148,Black
648,476,113,Black
648,390,97,Black
648,829,46,Black
649,817,375,Black
649,815,213,White
649,229,158,Black
649,503,145,Black
649,476,112,Black
649,390,97,Black
649,827,46,Black
650,811,364,Black
650,805,210,White
650,224,160,Black
650,502,144,Black
650,475,111,Black
650,389,98,Black
650,825,46,Black
651,802,349,Black
651,795,205,White
651,219,163,Black
651,500,141,Black
651,474,110,Black
651,389,99,Black
651,823,46,Black
652,792,334,Black
652,785,201,White
652,213,166,Black
652,498,140,Black
652,473,110,Black
652,389,99,Black
652,822,46,Black
653,782,324,Black
653,776,196,White
653,208,169,Black
653,497,138,Black
653,473,109,Black
653,389,98,Black
653,819,46,Black
654,770,311,Black
654,765,191,White
654,203,172,Black
654,495,136,Black
654,471,108,Black
654,389,98,Black
654,817,46,Black
655,753,298,Black
655,755,187,White
655,198,176,Black
655,493,135,Black
655,469,106,Black
655,388,99,Black
655,816,46,Black
656,738,285,Black
656,744,183,White
656,191,179,Black
656,493,133,Black
656,470,106,Black
656,388,100,Black
657,725,276,Black
657,736,179,White
657,185,182,Black
657,492,131,Black
657,469,105,Black
657,388,100,Black
658,709,265,Black
658,178,186,Black
658,727,175,White
658,491,130,Black
658,470,105,Black
658,387,101,Black
659,700,257,Black
659,170,190,Black
659,720,173,White
659,490,129,Black
659,468,104,Black
659,386,101,Black
660,687,247,Black
660,161,194,Black
660,714,169,White
660,489,127,Black
660,468,103,Black
660,386,101,Black
661,677,239,Black
661,153,199,Black
661,706,167,White
661,487,126,Black
661,467,102,Black
661,386,102,Black
662,666,233,Black
662,144,204,Black
662,700,163,White
662,487,125,Black
662,467,102,Black
662,385,103,Black
663,658,226,Black
663,134,209,Black
663,692,161,White
663,486,124,Black
663,467,101,Black
663,384,103,Black
664,648,219,Black
664,122,215,Black
664,687,158,White
664,484,122,Black
664,467,102,Black
664,385,104,Black
665,111,221,Black
665,641,214,Black
665,679,155,White
665,484,121,Black
665,466,100,Black
665,384,105,Black
666,100,227,Black
666,635,209,Black
666,674,153,White
666,482,120,Black
666,466,100,Black
666,383,105,Black
667,87,234,Black
667,629,205,Black
667,667,150,White
667,481,119,Black
667,465,99,Black
667,382,106,Black
668,74,242,Black
668,622,199,Black
668,663,149,White
668,481,118,Black
668,465,100,Black
668,382,107,Black
669,61,250,Black
669,616,195,Black
669,658,147,White
669,480,117,Black
669,464,97,Black
669,382,107,Black
670,51,257,Black
670,610,190,Black
670,652,144,White
670,479,116,Black
670,464,98,Black
670,381,108,Black
671,42,264,Black
671,603,186,Black
671,647,142,White
671,479,115,Black
671,381,109,Black
671,463,97,Black
672,35,273,Black
672,599,183,Black
672,642,140,White
672,479,115,Black
672,381,110,Black
672,462,96,Black
673,29,282,Black
673,594,178,Black
673,639,138,White
673,476,113,Black
673,380,111,Black
674,20,292,Black
674,589,174,Black
674,634,136,White
674,478,113,Black
674,379,113,Black
674,462,96,Black
675,13,307,Black
675,585,171,Black
675,635,135,Black
675,379,114,Black
676,7,324,Black
676,580,169,Black
676,629,133,Blue
676,378,115,Black
677,576,166,Black
677,624,131,White
677,377,116,Black
678,571,163,Black
678,619,131,Blue
678,376,117,Black
678,467,102,Black
679,568,160,Black
679,612,125,White
679,374,125,Black
679,383,102,Black
680,565,158,Black
680,612,127,White
680,376,120,Black
681,562,155,Black
681,609,128,Black
681,373,128,Black
681,382,103,Black
681,467,101,Black
682,560,153,Black
682,609,125,Blue
682,371,130,Black
682,382,104,Black
682,466,101,Black
683,557,150,Black
683,371,131,Black
683,604,125,Black
683,381,105,Black
683,467,102,Black
684,553,149,Black
684,370,133,Black
684,470,103,Black
684,380,105,Black
684,322,91,Black
685,552,148,Black
685,369,135,Black
685,380,106,Black
685,469,103,Black
686,549,145,Black
686,368,136,Black
686,379,107,Black
686,468,102,Black
687,546,143,Black
687,367,138,Black
687,593,119,Black
687,379,108,Black
687,467,101,Black
688,544,141,Black
688,365,140,Black
688,378,109,Black
688,468,101,Black
688,318,94,Black
689,364,142,Black
689,543,139,Black
689,377,110,Black
689,468,100,Black
690,362,143,Black
690,541,138,Black
690,376,111,Black
690,468,101,Black
691,361,145,Black
691,537,136,Black
691,376,111,Black
691,467,99,Black
691,316,96,Black
692,360,147,Black
692,534,133,Black
692,375,112,Black
692,466,99,Black
693,359,150,Black
693,533,133,Black
693,374,113,Black
693,466,99,Black
693,314,97,Black
694,358,152,Black
694,531,132,Black
694,375,115,Black
694,313,98,Black
695,357,155,Black
695,528,130,Black
695,374,115,Black
695,465,97,Black
695,312,97,Black
696,355,157,Black
696,527,128,Black
696,373,116,Black
696,310,99,Black
696,465,97,Black
697,845,377,Green
697,353,159,Black
697,525,128,Black
697,372,117,Black
697,309,98,Black
698,839,354,Black
698,351,162,Black
698,524,126,Black
698,371,118,Black
698,307,100,Black
698,464,96,Black
699,829,340,Black
699,348,165,Black
699,522,125,Black
699,371,120,Black
699,306,100,Black
700,822,328,Black
700,346,168,Black
700,520,123,Black
700,370,121,Black
700,306,100,Black
700,744,49,Black
701,813,317,Black
701,344,171,Black
701,369,122,Black
701,518,121,Black
701,303,101,Black
702,806,304,Black
702,342,174,Black
702,368,123,Black
702,514,119,Black
702,303,102,Black
703,796,294,Black
703,339,178,Black
703,368,125,Black
703,514,118,Black
703,303,101,Black
703,743,47,Black
704,784,282,Black
704,338,182,Black
704,367,126,Black
704,513,117,Black
704,299,102,Black
704,743,47,Black
705,773,275,Black
705,335,186,Black
705,366,128,Black
705,513,117,Black
705,298,104,Black
705,743,48,Black
706,761,265,Black
706,331,191,Black
706,365,129,Black
706,511,116,Black
706,297,103,Black
706,743,47,Black
707,748,256,Black
707,330,195,Black
707,364,131,Black
707,510,114,Black
707,295,104,Black
708,734,246,Black
708,325,199,Black
708,364,133,Black
708,509,113,Black
708,293,105,Black
709,721,238,Black
709,323,204,Black
709,362,134,Black
709,508,113,Black
709,292,105,Black
710,710,230,Black
710,319,210,Black
710,361,136,Black
710,505,112,Black
710,290,106,Black
711,700,223,Black
711,315,216,Black
711,360,137,Black
711,505,111,Black
711,288,107,Black
712,690,216,Black
712,311,222,Black
712,358,139,Black
712,505,111,Black
712,287,107,Black
712,368,94,Black
713,307,229,Black
713,680,210,Black
713,357,141,Black
713,503,111,Black
713,284,110,Black
713,367,94,Black
714,302,237,Black
714,672,205,Black
714,355,143,Black
714,283,111,Black
714,502,110,Black
714,367,95,Black
715,297,245,Black
715,664,201,Black
715,354,145,Black
715,502,109,Black
715,281,110,Black
715,366,95,Black
716,290,253,Black
716,657,195,Black
716,353,147,Black
716,500,108,Black
716,281,111,Black
716,365,96,Black
717,285,264,Black
717,650,191,Black
717,351,150,Black
717,277,112,Black
717,365,97,Black
718,277,275,Black
718,643,186,Black
718,349,152,Black
718,499,107,Black
718,278,113,Black
718,364,97,Black
719,268,287,Black
719,637,182,Black
719,347,155,Black
719,274,114,Black
719,498,106,Black
719,363,97,Black
720,260,301,Black
720,631,178,Black
720,347,158,Black
720,272,113,Black
720,363,98,Black
721,247,317,Black
721,626,174,Black
721,344,160,Black
721,270,115,Black
721,496,104,Black
721,362,98,Black
722,235,334,Black
722,620,172,Black
722,342,162,Black
722,267,118,Black
722,361,99,Black
723,221,355,Black
723,615,169,Black
723,341,165,Black
723,266,118,Black
723,360,100,Black
724,204,381,Black
724,611,165,Black
724,338,168,Black
724,264,119,Black
724,359,100,Black
725,189,403,Black
725,336,172,Black
725,606,162,Black
725,263,120,Black
725,359,102,Black
726,180,417,Black
726,335,175,Black
726,602,160,Black
726,259,121,Black
726,358,103,Black
727,163,423,Black
727,333,179,Black
727,598,157,Black
727,257,122,Black
727,357,103,Black
727,331,101,Black
728,141,434,Black
728,331,182,Black
728,594,154,Black
728,255,123,Black
728,357,104,Black
728,329,102,Black
729,110,443,Black
729,327,187,Black
729,591,152,Black
729,251,124,Black
729,356,105,Black
730,85,455,Black
730,323,191,Black
730,588,149,Black
730,248,126,Black
730,326,103,Black
730,354,105,Black
731,44,473,White
731,321,196,Black
731,585,147,Black
731,246,128,Black
731,353,106,Black
732,317,201,Black
732,582,145,Black
732,243,129,Black
732,353,107,Black
733,314,206,Black
733,579,143,Black
733,240,130,Black
733,323,106,Black
733,351,108,Black
734,310,211,Black
734,576,141,Black
734,236,132,Black
734,350,109,Black
734,320,107,Black
